X,Y
0.0,2.5
0.06075838478654519,2.5440840606864485
0.12181853222563355,2.5854548546375904
0.18317611375462614,2.6241539360547628
0.24482680081088407,2.6602228591392962
0.3067662648317684,2.6937031780925262
0.3689901772546401,2.724636447115787
0.4314942095168604,2.7530642204104097
0.4942740330557901,2.779028052177731
0.5573253193087904,2.8025694966190833
0.6206437397132225,2.8237301079358015
0.6842249657064472,2.842551440329218
0.7480646687258257,2.859075048000668
0.8121585202087194,2.873342485151485
0.8765021915924885,2.8853953059830015
0.941091354314495,2.8952750646965524
1.0059216798120991,2.903023315493471
1.070988839522663,2.9086816125750925
1.136288504883546,2.912291510142749
1.201816347332111,2.9138945623977763
1.2675680383057184,2.913532323541507
1.3335392492417284,2.9112463477752732
1.3997256515775036,2.9070781893004116
1.4661229167504037,2.9010694023182544
1.5327267161977907,2.893261541030136
1.599532721357025,2.8836961596373896
1.6665366036654683,2.8724148123413507
1.7337340345604813,2.8594590533433517
1.8011206854794246,2.8448704368447246
1.8686922278596596,2.828690517046807
1.9364443331385481,2.8109608481509314
2.0043726727534503,2.7917229843584295
2.0724729181417274,2.7710184798706368
2.1407407407407413,2.748888888888889
2.2091718119878516,2.725375765614517
2.2777618033204203,2.7005206642488555
2.346506386175808,2.674365138993238
2.4154012319913765,2.6469507440489997
2.4844420122044855,2.6183190336174724
2.5536243982524973,2.588511561899991
2.6229440615727735,2.5575698830978904
2.6923966736026737,2.525535551412503
2.7619779057795584,2.4924501210451617
2.831683429540791,2.458355146197203
2.9015089163237318,2.423292181069959
2.97145003756574,2.387302779864763
3.0415024647041786,2.35042849678295
3.111661869176409,2.3127108860258536
3.18192392241979,2.2741915017948076
3.252284295871685,2.234911898291145
3.3227386609694545,2.194913629716201
3.3932826891504586,2.154238250271308
3.4639120518520583,2.1129273141578
3.5346224205116155,2.0710223755770127
3.605409466566491,2.0285649887302775
3.6762688614540466,1.9855967078189298
3.7471962766116436,1.9421590870443024
3.8181873834766398,1.8982936806077302
3.8892378534863994,1.854042042710546
3.960343358078284,1.8094457275540834
4.031499568689652,1.7645462893396777
4.102702156757866,1.7193852822686615
4.173946793720287,1.6740042605423688
4.245229151014276,1.6284447783621332
4.316544900077194,1.5827483899292896
4.3878897123464,1.536956649445171
4.45925925925926,1.4911111111111108
4.53064921225313,1.4452533291284437
4.602055242765374,1.3994248576985027
4.673473022233353,1.3536672510226224
4.744898222094427,1.3080220633021364
4.816326513785957,1.2625308487383782
4.887753568745304,1.217235161532682
4.959175058409831,1.172176555886381
5.030586654216896,1.12739658600081
5.101984027603863,1.0829368060773015
5.173362850008091,1.0388387703171906
5.244718792866941,0.9951440329218105
5.316047527617776,0.9518941480924947
5.387344725697956,0.909130670030578
5.4586060585448415,0.8668951529373933
5.529827197595793,0.8252291510142747
5.601003814288173,0.7841742184625559
5.672131580059343,0.7437719094835713
5.7432061663466625,0.7040637782786542
5.8142232445874935,0.6650913790491382
5.885178486219196,0.6268962659963577
5.9560675626791335,0.5895199933216458
6.026886145404664,0.5530041152263372
6.097629905833152,0.5173901859117649
6.1682945154019535,0.48271975957926344
6.238875645548434,0.44903439043016624
6.309368967709954,0.4163756326658068
6.379770153323872,0.3847850404875196
6.450074873827553,0.3543041680966379
6.520278800658354,0.324974569694496
6.5903776052536385,0.2968377994824275
6.660366959050767,0.2699354116617659
6.730242533487101,0.24430896043384553
6.8,0.22
